WKT,direccion,barrio,comuna,materiales,mas_info
POINT (-58.4874127067946 -34.5510948709668),RUIZ HUIDOBRO AV. 3935,SAAVEDRA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.48344972072 -34.586412301232),ALTOLAGUIRRE 1468,PARQUE CHAS,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4701484745475 -34.5862511248625),CHORROARIN AV. 953,VILLA ORTUZAR,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4705147313071 -34.5878107455739),DEL CAMPO AV. 1670,PATERNAL,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4452057866075 -34.600996549049),MUÑECAS 731,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4436233686988 -34.6006946962504),MURILLO 689,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4431062800769 -34.6048192017436),HIDALGO 1322,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.443903210228 -34.5969776851975),CAMARGO 911,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4412320306754 -34.5969239125615),GURRUCHAGA 520,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4449914315117 -34.598367004154),SERRANO 295,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4335028059395 -34.5935752176169),ACEVEDO 1059,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4367595772636 -34.5963917732964),AGUIRRE 653,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.433780331242 -34.5951123443733),MALABIA 950,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4313932559031 -34.5935897800595),MALABIA 1196,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4456806021042 -34.5944214016474),DARWIN 558,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.3804148560178 -34.589736308628),DEL LIBERTADOR AV. 480,RETIRO,1,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3763982981443 -34.5928008420063),JUNCAL 657,RETIRO,1,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3781147150494 -34.5916284378295),ESMERALDA 1379,RETIRO,1,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3789133449506 -34.5928373732775),JUNCAL 827,RETIRO,1,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3793923561341 -34.5941439335109),ARENALES 872,RETIRO,1,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.3787542784591 -34.5952023220137),SANTA FE AV. 816,RETIRO,1,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4732884455655 -34.5534259137658),NUÑEZ 3078,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4713739667204 -34.5523620608996),NUÑEZ 2842,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4698448484125 -34.551507144799),NUÑEZ 2670,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4670049928662 -34.5506528689815),CABILDO AV. 3518,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4682983334571 -34.5516873430883),AZURDUY JUANA 2541,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4698469461479 -34.5525505588791),AZURDUY JUANA 2725,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4714854076727 -34.5534568680479),AZURDUY JUANA 2915,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4659692132641 -34.5538199210127),CIUDAD DE LA PAZ 3138,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4545430946124 -34.5643476130331),CABILDO AV. 1851,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4676400991798 -34.5567103255097),QUESADA 2886,NUÑEZ,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4695341642931 -34.557722801657),QUESADA 3050,NUÑEZ,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4659483718192 -34.5558116604517),QUESADA 2690,NUÑEZ,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4638300766848 -34.5546892916857),QUESADA 2410,NUÑEZ,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4659152759838 -34.5515337595353),CABILDO AV. 3355,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4657992516297 -34.5548942600248),AMENABAR 3059,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4693492310683 -34.5561318351786),IBERA 2939,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4677769100779 -34.5582738695944),CONGRESO AV. 2954,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4657842987125 -34.5572313221925),CONGRESO AV. 2768,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4636278586498 -34.5561014776344),CONGRESO AV. 2520,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4618605674247 -34.556425676901),CABILDO AV. 2782,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4689734345565 -34.5500832206147),CIUDAD DE LA PAZ 3562,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4675498362437 -34.5551170740379),IBERA 2755,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4626332264039 -34.5568893494847),CIUDAD DE LA PAZ 2786,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.461178834257 -34.5589704082046),MONROE 2517,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4643323132695 -34.560842902857),MONROE 2889,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4650808092258 -34.5612841019895),MONROE 2945,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4663443881566 -34.5605329650021),CONESA 2641,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4662523497423 -34.5590661833849),CRAMER AV. 2750,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4680238953187 -34.560296871224),ZAPIOLA 2712,BELGRANO,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4666657982694 -34.5611587831232),ROOSEVELT FRANKLIN D. 3050,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4646004024494 -34.5599714030077),ROOSEVELT FRANKLIN D. 2850,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4625768984969 -34.5588063182583),ROOSEVELT FRANKLIN D. 2614,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4609704046599 -34.5578797447534),ROOSEVELT FRANKLIN D. 2426,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.460226859224 -34.5562390522542),VUELTA DE OBLIGADO 2660,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4579244138212 -34.5607850017998),CABILDO AV. 2242,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.456011408562 -34.56157486978),JURAMENTO AV. 2343,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4220072045754 -34.5813490535683),THAMES 2484,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4674727389764 -34.5667113405035),SUPERI 2221,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4691821588921 -34.5647381136323),SUPERI 2439,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4633319050266 -34.564273675438),CONESA 2210,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4621007139911 -34.5656945688343),CONESA 2080,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.460598590223 -34.5674288843355),CONESA 1890,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4585760575277 -34.5661872629572),VIDAL 1895,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4603504452464 -34.5660105943505),CRAMER AV. 1976,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4619745475273 -34.5675218698897),ZAPIOLA 1923,BELGRANO,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.463798671279 -34.5654073484341),ZAPIOLA 2149,BELGRANO,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4612458049236 -34.563089890049),VIDAL 2209,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.456234133876 -34.5657925255624),AMENABAR 1807,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4564767831417 -34.5640642485704),CIUDAD DE LA PAZ 1958,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4598611149185 -34.5610403990011),OLAZABAL 2571,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4614469330889 -34.5606642669913),BLANCO ENCALADA 2660,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4594392998765 -34.559474370559),BLANCO ENCALADA 2456,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4597880200517 -34.5602196865618),CIUDAD DE LA PAZ 2350,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4582774326585 -34.5619764369393),CIUDAD DE LA PAZ 2150,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4551402260159 -34.5588133960383),ARCOS 2273,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4564570608045 -34.5572936767641),ARCOS 2421,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.458451897463 -34.5582394489302),VUELTA DE OBLIGADO 2443,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.46177521872 -34.5551404821501),CONGRESO 2352,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.462919954379 -34.5548661869669),CABILDO AV. 2955,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4625237366426 -34.5538922028317),QUESADA 2331,NUÑEZ,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4584231975293 -34.5535774595297),OHIGGINS 2788,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4565113416466 -34.555793722186),OHIGGINS 2540,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.459539972584 -34.5537351411943),ARCOS 2811,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4617847542913 -34.551997915457),ARCOS 3001,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4611102298217 -34.5532609507879),QUESADA 2160,NUÑEZ,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4599269377551 -34.5518656216406),OHIGGINS 2961,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4636967127469 -34.552902036603),VUELTA DE OBLIGADO 3009,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.46510475226 -34.5509798984417),VUELTA DE OBLIGADO 3271,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4615856636568 -34.5503038470141),OHIGGINS 3168,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4642953720285 -34.5474146968358),OHIGGINS 3560,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.469603833014 -34.5469005262095),CABILDO AV. 3985,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4700498260689 -34.545920585527),VILELA 2380,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.45056025297 -34.5610000428242),3 DE FEBRERO 1911,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4523016579917 -34.5589941752731),3 DE FEBRERO 2125,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4529452358161 -34.5582361044062),3 DE FEBRERO 2209,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4524913205059 -34.5604514314575),OHIGGINS 2022,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4515231154327 -34.558445085821),11 DE SEPTIEMBRE DE 1888 2132,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4507350146492 -34.5599890274154),ECHEVERRIA 1860,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4491534662514 -34.56118056496),11 DE SEPTIEMBRE DE 1888 1856,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4508864104857 -34.5623094258925),OHIGGINS 1824,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4525796982629 -34.5617840959354),ARCOS 1955,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4541428889791 -34.560668339853),JURAMENTO AV. 2148,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4528754058567 -34.5631532626945),CUBA 1862,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4259998861992 -34.6281959734505),COCHABAMBA 4383,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4142584667598 -34.6267071925564),COCHABAMBA 3475,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4163494501445 -34.6269415595806),COCHABAMBA 3619,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4241327232953 -34.631168386203),PAVON AV. 4271,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4260088056742 -34.6298688782082),LA PLATA AV. 1248,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4212342906444 -34.6308874044156),PAVON AV. 4060,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4168621251348 -34.6303699271698),PAVON AV. 3720,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4217577059613 -34.6346110810758),SALCEDO 4151,BOEDO,5,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4201402406796 -34.6380805711425),TREINTA Y TRES ORIENTALES 2161,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4225844229851 -34.6386783555665),MUÑIZ 2088,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.417247678267 -34.6387372276648),CASTRO BARROS 2233,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4149672988486 -34.6366365818544),CHICLANA AV. 3629,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4121202200055 -34.6348868508108),CHICLANA AV. 3375,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4146056759713 -34.6348980127275),LAS CASAS 3528,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.416892533122 -34.6353751754486),LAS CASAS 3651,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4124007917011 -34.6331346945762),SALCEDO 3355,BOEDO,5,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4160009069672 -34.6281597394999),BOEDO AV. 1219,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4184315940447 -34.6303772279099),PAVON AV. 3843,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4226292185027 -34.629824348142),TARIJA 4144,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4194265439994 -34.6331749473354),INCLAN 3904,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4235707836331 -34.6394928644506),LA PLATA AV. 2134,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4121816615931 -34.6357948112145),LINIERS VIRREY 2162,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4165011446815 -34.6371229077189),RONDEAU 3607,BOEDO,5,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4630460626945 -34.5615620186108),BLANCO ENCALADA 2830,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4618126465705 -34.5622004731959),OLAZABAL 2781,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4581878344106 -34.563519823936),AMENABAR 2065,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4582419714455 -34.5651451204896),MOLDES 1946,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4597353131303 -34.5648451297387),VIDAL 2031,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4720968606369 -34.5427834266878),RAMALLO 2362,NUÑEZ,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4731422812838 -34.541247682005),DEHEZA 2360,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4717110623045 -34.5414884307314),ARIAS 2283,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4699682652964 -34.5396384808674),DEHEZA 2014,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4699403377593 -34.5384853253464),PICO 1965,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4666634969371 -34.5385644578564),11 DE SEPTIEMBRE DE 1888 4538,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4655773931618 -34.5400213084977),11 DE SEPTIEMBRE DE 1888 4340,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4648377797209 -34.5410326632186),11 DE SEPTIEMBRE DE 1888 4204,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4656988891888 -34.5414544222898),3 DE FEBRERO 4205,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4637842568893 -34.541006540209),DEL LIBERTADOR AV. 8080,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4640665756422 -34.5420774306859),11 DE SEPTIEMBRE DE 1888 4060,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4633354483829 -34.5430644006254),11 DE SEPTIEMBRE DE 1888 3966,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4634838188746 -34.5460679025121),GRECIA 3637,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4625531272125 -34.5449839334637),JARAMILLO 1770,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4596715991352 -34.5449885525261),DEL LIBERTADOR AV. 7476,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4607892321534 -34.5445996438647),ARRIBEÑOS 3647,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4593789232843 -34.5456742751535),NUÑEZ 1560,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4579365198449 -34.5463792724212),DEL LIBERTADOR AV. 7264,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4577370615443 -34.5479406432899),CAMPOS SALLES 1571,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4583822942805 -34.5480129368342),ARRIBEÑOS 3229,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4600475331639 -34.5469800781708),AZURDUY JUANA 1675,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4620051892316 -34.548049456036),AZURDUY JUANA 1888,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4625589911305 -34.5474218088057),GRECIA 3493,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4611606158023 -34.546561215369),NUÑEZ 1724,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4593411060743 -34.54874667437),CAMPOS SALLES 1811,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4616983080574 -34.5494642526663),GRECIA 3261,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4122824156564 -34.6005309501952),GALLO 789,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.412788480619 -34.5992915280765),SAN LUIS 3336,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4120124678224 -34.5989345879049),GALLO 943,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4147413393209 -34.5988578735238),BILLINGHURST 945,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4289555130149 -34.6052792960838),YATAY 573,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4306780094972 -34.6056299636433),LAMBARE 806,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4149945571678 -34.611843485587),DON BOSCO 3474,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4130171381712 -34.613851312416),SANCHEZ DE LORIA 367,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4127398203759 -34.6183979796477),SANCHEZ DE LORIA 721,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4132109406234 -34.6206112938097),INDEPENDENCIA AV. 3345,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4157947887861 -34.6208340629163),INDEPENDENCIA AV. 3545,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4180743617097 -34.6204656061973),COLOMBRES 652,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4188009280413 -34.6210591638387),INDEPENDENCIA AV. 3749,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
