ID,OBJETO_OBRA,CANTIDAD_OBJETOS,MATERIAL,DENOMINACION_SIMBOLIZA,AUTORES,UBICACION,OBSERVACIONES,DIRECCION_NORMALIZADA,CALLE,ALTURA,BARRIO,COMUNA,CODIGA_POSTAL,CODIGO_POSTAL_ARGENTINO,LATITUD,LONGITUD,,,,,,,
1406,GRUPO ESCULTORICO,1,MARMOL,RUINAS BIZANTINAS,,JARDIN ZOOLOGICO,JARDIN ZOOLOGICO,SARMIENTO 2601,SARMIENTO,2601,BALVANERA,COMUNA 3,1045,C1045ABC,-34.60634337,-58.40364251,,,,,,,
1407,GRUPO ESCULTORICO,1,BRONCE,JESUS CRUCIFICADO,,CEMENTERIO DE FLORES,CEMENTERIO DE FLORES,BALBASTRO 2587,BALBASTRO,2587,FLORES,COMUNA 7,1406,C1406ICW,-34.64566653,-58.4514418,,,,,,,
1408,MACETONES,4,MAMPOSTERIA,MOTIVOS DECORATIVOS,,ROSEDAL,ROSEDAL,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,PALERMO,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
1409,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,,PZTA OBISPO ANGELELLI,PZTA OBISPO ANGELELLI,FERRE 1860,FERRE,1860,NUEVA POMPEYA,COMUNA 4,1437,C1437FUJ,-34.65927005,-58.42263215,,,,,,,
1410,MASTIL,1,HIERRO Y GRANITO,HOMENAJE A LA BANDERA,,PZTA VILLA DE LAS CATALINAS,PZTA VILLA DE LAS CATALINAS,TRIUNVIRATO AV. Y BAUNESS,TRIUNVIRATO AV.,,VILLA URQUIZA,COMUNA 12,,,-34.57041358,-58.49139123,,,,,,,
1412,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,,BARRIO BRIG GRAL C DE SAAVEDRA,BARRIO BRIG GRAL C DE SAAVEDRA,PINTO Y GARCIA DEL RIO,PINTO,,SAAVEDRA,COMUNA 12,,,-34.55024901,-58.47704183,,,,,,,
1413,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,,BARRIO GENERAL SAN MARTINN,BARRIO GENERAL SAN MARTINN,TERRADA 5850,TERRADA,5850,VILLA PUEYRREDON,COMUNA 12,1419,C1419DML,-34.57643592,-58.50939345,,,,,,,
1416,MASTIL,1,HIERRO,HOMENAJE A LA BANDERA,,BARRIO BRIG GRAL C DE SAAVEDRA,BARRIO BRIG GRAL C DE SAAVEDRA,PINTO Y GARCIA DEL RIO,PINTO,,SAAVEDRA,COMUNA 12,,,-34.55024901,-58.47704183,,,,,,,
1417,MASTIL,1,HIERRO,HOMENAJE A LA BANDERA,,AV DORREGO Y J A CABRERA,AV DORREGO Y J A CABRERA,DORREGO Y CABRERA, JOSE A.,DORREGO,,PALERMO,COMUNA 14,,,-34.58179431,-58.44343417,,,,,,
1420,RELIEVE Y PANTALLA,1,GRANITO Y MARMOL,HJE.AL DR.MIGUEL LARREYNAGA,CASABONA, PABLO,PLAZA NICARAGUA,PLAZA NICARAGUA,,,,,,,,,,,,,,,
1421,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,,PLAZA NICARAGUA,PLAZA NICARAGUA,PEPIRI Y PAZ, JOSE C.,PEPIRI,,PARQUE PATRICIOS,COMUNA 4,,,-34.64504274,-58.40971653,,,,,,
1422,MASTIL,1,HIERRO Y GRANITO,HOMENAJE A LA BANDERA,,JARDIN DE LOS MAESTROS,JARDIN DE LOS MAESTROS,PIZZURNO 935,PIZZURNO,935,RECOLETA,COMUNA 2,1020,C1020ACA,-34.59810474,-58.39118467,,,,,,,
1423,MASTIL,1,BRONCE Y HIERRO,HOMENAJE A LA BANDERA,,AVS MAIPU, ANTARTIDA ARG , SAN MARTINN,AVS MAIPU, ANTARTIDA ARG , SAN MARTINN,ANTARTIDA ARGENTINA AV. Y SAN MARTINN,ANTARTIDA ARGENTINA AV.,,RETIRO,COMUNA 1,,,-34.59000018,-58.37070838,,,
1425,MASTIL,1,HIERRO,HOMENAJE A LA BANDERA,,PLAZA NICOLAS GRANADA,PLAZA NICOLAS GRANADA,DELLEPIANE, LUIS, TTE. GRAL. Y OLIDEN,DELLEPIANE, LUIS, TTE. GRAL.,,VILLA LUGANO,COMUNA 8,,,-34.67425862,-58.47711892,,,
1426,MONOLITO,1,GRANITO,HJE.A MANUEL MUJICA LAINEZ,,PZTA JOAQUIN SANCHEZ,PZTA JOAQUIN SANCHEZ,JURAMENTO AV. Y VUELTA DE OBLIGADO,JURAMENTO AV.,,BELGRANO,COMUNA 13,,,-34.56147101,-58.45566488,,,,,,,
1427,MONOLITO,1,MARMOL,PIEDRA FUND. LICEO F. AMEGHINO,,AVDAS F ALCORTA Y SARMIENTO,AVDAS F ALCORTA Y SARMIENTO,FIGUEROA ALCORTA, PRES. AV. Y SARMIENTO AV.,FIGUEROA ALCORTA, PRES. AV.,,PALERMO,COMUNA 14,,,-34.5715458,-58.4115809,,,,,
1430,RELOJ SOLAR,1,,MOTIVO DECORATIVO,NATIONAL PANASONIC,PLAZA NORUEGA,PLAZA NORUEGA,CIUDAD DE LA PAZ 2175,CIUDAD DE LA PAZ,2175,BELGRANO,COMUNA 13,1428,C1428CPI,-34.56188361,-58.45824827,,,,,,,
1431,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,ESCUDO NACIONAL,,PLAZA NORUEGA,PLAZA NORUEGA,CIUDAD DE LA PAZ 2175,CIUDAD DE LA PAZ,2175,BELGRANO,COMUNA 13,1428,C1428CPI,-34.56188361,-58.45824827,,,,,,,
1432,MONUMENTO ALEGORICO,1,BRONCE Y MADERA,CAMPANA DE LA PAZ,,JARDIN JAPONES,JARDIN JAPONES,CASARES AV. 3401,CASARES AV.,3401,PALERMO,COMUNA 14,1425,C1425EWA,-34.57726013,-58.40986535,,,,,,,
1433,PIEDRA FUNDAMENTAL,1,MAMPOSTERIA,PRO MONUMENTO AL GRL. URQUIZA,,AVDAS F ALCORTA Y SARMIENTO,AVDAS F ALCORTA Y SARMIENTO,FIGUEROA ALCORTA, PRES. AV. Y SARMIENTO AV.,FIGUEROA ALCORTA, PRES. AV.,,PALERMO,COMUNA 14,,,-34.5715458,-58.4115809,,,,,
1434,PLACA,1,BRONCE,HJE.FUNDADORES BARRIO SAMORE,,COMPLEJO HAB CNAL SAMORE,COMPLEJO HAB CNAL SAMORE,,,,,,,,,,,,,,,,
1435,PLACA,1,BRONCE,HOMENAJE A LA BANDERA,,ESTOMBA Y ROOSEVELT,ESTOMBA Y ROOSEVELT,ESTOMBA Y ROOSEVELT FRANKLIN D.,ESTOMBA,,COGHLAN,COMUNA 12,,,-34.56621713,-58.47512395,,,,,,,
1436,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,ESCUDO NORUEGO,,PLAZA NORUEGA,PLAZA NORUEGA,CIUDAD DE LA PAZ 2175,CIUDAD DE LA PAZ,2175,BELGRANO,COMUNA 13,1428,C1428CPI,-34.56188361,-58.45824827,,,,,,,
1437,PLACA,1,BRONCE,HJE.AL GENERAL JOSE MARIA PAZ,,MUSEO HISTORICO SAAVEDRA,MUSEO HISTORICO SAAVEDRA,LARRALDE, CRISOLOGO AV. 6309,LARRALDE, CRISOLOGO AV.,6309,SAAVEDRA,COMUNA 12,1431,C1431AQG,-34.56882647,-58.5074546,,,,,
1438,PLACA,1,BRONCE,HOMENAJE A LA BANDERA,,AV GENERAL PAZ Y TRONADOR,AV GENERAL PAZ Y TRONADOR,,,,,,,,,,,,,,,,
1439,MASTIL,1,MAMPOSTERIA E HIERRO,HJE. A LA BANDERA,,PLAZA NUEVA POMPEYA,PLAZA NUEVA POMPEYA,TRAFUL 3801,TRAFUL,3801,NUEVA POMPEYA,COMUNA 4,1437,C1437HMK,-34.65163058,-58.4144224,,,,,,,
1440,PLACA,1,BRONCE,HJE.A FRANCISCO MORAZAN,,PZTA FRANCISCO MORAZAN,PZTA FRANCISCO MORAZAN,ARCOS 1540,ARCOS,1540,BELGRANO,COMUNA 13,1426,C1426BGJ,-34.56577633,-58.44927683,,,,,,,
1442,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. A LA O.E.A.,,PLAZA OEA,PLAZA OEA,JUNIN 1940,JUNIN,1940,RECOLETA,COMUNA 2,1113,C1113AAX,-34.58649383,-58.39157761,,,,,,,
1443,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A COLONOS DEL CHUBUT,,PLAZA PALERMO VIEJO,PLAZA PALERMO VIEJO,MALABIA Y COSTA RICA,MALABIA,,PALERMO,COMUNA 14,,,-34.58946608,-58.4250806,,,,,,,
1444,TEMPLETE,1,MAMPOSTERIA Y MAYOLICA,HJE.A LA VIRGEN DE LUJAN,,PLAZA PALERMO VIEJO,PLAZA PALERMO VIEJO,MALABIA Y COSTA RICA,MALABIA,,PALERMO,COMUNA 14,,,-34.58946608,-58.4250806,,,,,,,
1445,PLACA,1,BRONCE,HJE.A LOS PARQUES NACIONALES,D.G.O.M.,PLAZA PARQUES NACIONALES,PLAZA PARQUES NACIONALES,SUCRE, ANTONIO JOSE DE, MCAL. 601,SUCRE, ANTONIO JOSE DE, MCAL.,601,BELGRANO,COMUNA 13,1428,C1428DUA,-34.55255529,-58.43595377,,,
1446,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL DR. PERITO MORENO,,PLAZA PARQUES NACIONALES,PLAZA PARQUES NACIONALES,SUCRE, ANTONIO JOSE DE, MCAL. 601,SUCRE, ANTONIO JOSE DE, MCAL.,601,BELGRANO,COMUNA 13,1428,C1428DUA,-34.55255529,-58.43595377,,,
1447,PLACA,1,MARMOL,HJE. A MARIO ALMONACID Y JORGE AGUILA,,PZTA GRAL FRANCISCO RAMIREZ,PZTA GRAL FRANCISCO RAMIREZ,MOLDES Y PEÑAZA, MANUELA,MOLDES,,NUÑEZ,COMUNA 13,,,-34.55315923,-58.46895934,,,,,,
1448,PLACA,1,MARMOL,HJE.AL PADRE CARLOS MUGICA,,PARQUE PADRE CARLOS MUGICA,PARQUE PADRE CARLOS MUGICA,YRURTIA, ROGELIO 5601,YRURTIA, ROGELIO,5601,SAAVEDRA,COMUNA 12,1431,C1431BJA,-34.56024627,-58.50271936,,,,,
1449,TEMPLETE,1,MAMPOSTERIA Y MAYOLICA,HJE.A LA VIRGEN DE LUJAN,,PLAZA PIONEROS ANTARTIDA ARGENTIN,PLAZA PIONEROS ANTARTIDA ARGENTIN,,,,,,,,,,,,,,,,
1450,MONUMENTO,1,MARMOL,PRESBITERO MANUEL ALBERTI,CORREA MORALES, L.,PLAZA PRESBITERO MANUEL ALBERTI,PLAZA PRESBITERO MANUEL ALBERTI,ARCOS Y UGARTE, MANUEL,ARCOS,,BELGRANO,COMUNA 13,,,-34.55480625,-58.45867268,,,,,
1451,PLACA,1,BRONCE,HJE.AL GENERAL SAN MARTINN,,AV INT BULLRICH Y DORREGO,AV INT BULLRICH Y DORREGO,,,,,,,,,,,,,,,,
1452,PLACA,1,MARMOL,HJE.1*REUNION DE SUIZOS TICINENCES,,AVDAS F ALCORTA Y DORREGO,AVDAS F ALCORTA Y DORREGO,FIGUEROA ALCORTA, PRES. AV. Y DORREGO AV.,FIGUEROA ALCORTA, PRES. AV.,,PALERMO,COMUNA 14,,,-34.56552751,-58.41983183,,,,,
1454,PLACA,1,BRONCE,HJE.AL GENERAL JOSE DE SAN MARTINN,,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,,
1457,PLACA,1,BRONCE,HJE.ASOCIACION AMIGOS DEL JARDIN,,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,,
1458,PLACA,1,BRONCE,HJE.PADRES ESCUELA DE JARDINEROS,,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,,
1459,PLACA,1,BRONCE,HJE.ASOC.EGRESADOS ESC.DE JARDINERIA,,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,,
1460,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. A OSCAR CASCO,D.G.O.P.,PLAZA PRIMERA JUNTA,PLAZA PRIMERA JUNTA,RIVADAVIA AV. Y BARCO CENTENERA DEL,RIVADAVIA AV.,,CABALLITO,COMUNA 6,,,-34.62082004,-58.4411025,,,,,,,
1461,MASTIL,1,HIERRO,VELETA DEL CABALLITO,PERLOTI, LUIS,PLAZA PRIMERA JUNTA,PLAZA PRIMERA JUNTA,RIVADAVIA AV. Y BARCO CENTENERA DEL,RIVADAVIA AV.,,CABALLITO,COMUNA 6,,,-34.62082004,-58.4411025,,,,,,
1462,PLACA RELIEVE,1,BRONCE,POSTA DE BUEYES HACIA EL OESTE,PERLOTI, LUIS,PLAZA PRIMERA JUNTA,PLAZA PRIMERA JUNTA,RIVADAVIA AV. Y BARCO CENTENERA DEL,RIVADAVIA AV.,,CABALLITO,COMUNA 6,,,-34.62082004,-58.4411025,,,,,,
1463,PLACA RELIEVE,1,BRONCE,LA PORTE?A ESTACION CABALLITO,PERLOTI, LUIS,PLAZA PRIMERA JUNTA,PLAZA PRIMERA JUNTA,RIVADAVIA AV. Y BARCO CENTENERA DEL,RIVADAVIA AV.,,CABALLITO,COMUNA 6,,,-34.62082004,-58.4411025,,,,,,
1470,MASTIL,1,GARNITO Y PIEDRA,HJE. A LA BANDERA,JESELEVICH, ING.,PLAZA PRIMERO DE MAYO,PLAZA PRIMERO DE MAYO,YRIGOYEN, HIPOLITO 2200,YRIGOYEN, HIPOLITO,2200,BALVANERA,COMUNA 3,1089,C1089AAP,-34.61070524,-58.39736168,,,,
1471,PLACA Y MONOLITO,1,CEMENTO Y MAMPOSTERIA,HJE.SEGUNDO CEMENTERIO DE DISIDENTES,M.O.A.,PLAZA PRIMERO DE MAYO,PLAZA PRIMERO DE MAYO,YRIGOYEN, HIPOLITO 2200,YRIGOYEN, HIPOLITO,2200,BALVANERA,COMUNA 3,1089,C1089AAP,-34.61070524,-58.39736168,,,,,
1472,ESTATUA,1,BRONCE,EL TRABAJO,SOTO AVENDA?O, E.,PLAZA PRIMERO DE MAYO,PLAZA PRIMERO DE MAYO,YRIGOYEN, HIPOLITO 2200,YRIGOYEN, HIPOLITO,2200,BALVANERA,COMUNA 3,1089,C1089AAP,-34.61070524,-58.39736168,,,,
1473,PLACA,1,BRONCE,HJE. AL HIDROAVION BUENOS AIRES,D.G.O.P.,PLAZA PUERTO ARGENTINO,PLAZA PUERTO ARGENTINO,ECHAGUE, PEDRO,ECHAGUE, PEDRO,,,,,,,,,,,,
1474,MONUMENTO,1,BRONCE Y MARMOL,FRANCISCO DE PAULA SANTANDER,BORNER, CARL,PLAZA R GONZALEZ FERNANDEZ,PLAZA R GONZALEZ FERNANDEZ,SARMIENTO AV. E IRAOLA AV.,SARMIENTO AV.,,PALERMO,COMUNA 14,,,-34.57214617,-58.41246804,,,,,,
1475,PLACA,1,BRONCE,HJE.A ALFONSO REYES,,JARDIN DE LOS POETAS,JARDIN DE LOS POETAS,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,PALERMO,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
1476,ESTATUA,1,MARMOL,EL ATLETA,GREBER, HENRY,PLAZA R GONZALEZ FERNANDEZ,PLAZA R GONZALEZ FERNANDEZ,SARMIENTO AV. E IRAOLA AV.,SARMIENTO AV.,,PALERMO,COMUNA 14,,,-34.57214617,-58.41246804,,,,,,
1477,PLACA Y MONOLITO,1,CEMENTO PATINADO,NOMENCLATURA OBRA 111,M.O.A.,PLAZA R GONZALEZ FERNANDEZ,PLAZA R GONZALEZ FERNANDEZ,SARMIENTO AV. E IRAOLA AV.,SARMIENTO AV.,,PALERMO,COMUNA 14,,,-34.57214617,-58.41246804,,,,,,,
1478,PLACA,1,BRONCE,NOMENCLATURA OBRA 1795,,JARDIN DE LOS POETAS,JARDIN DE LOS POETAS,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,PALERMO,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
1483,MONUMENTO,1,BRONCE Y MARMOL,RAMON L.FALCON Y LARTIGAU,LAGOS, ALBERTO,PLAZA RAMON CARCANO,PLAZA RAMON CARCANO,HAEDO, EDUARDO V., PRES. Y ALVEAR AV.,HAEDO, EDUARDO V., PRES.,,RECOLETA,COMUNA 2,,,-34.58675316,-58.39057034,,
1484,MONUMENTO,1,BRONCE Y MARMOL,RIQUEZA AGROPEÑARIA ARGENTINA,BREDOW, GUSTAVO A.,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,
1485,PLACA,1,MARMOL,HJE.EX-PENITENCIARIA,,PARQUE LAS HERAS,PARQUE LAS HERAS,LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.,LAS HERAS GENERAL AV.,,PALERMO,COMUNA 14,,,-34.58345609,-58.40617763,,,,,,
1486,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,D.G.O.M.,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1487,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,ESCUDO REPUBLICA DE ALEMANIA,M.O.A. Y D.A.O.M.,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1488,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,ESCUDO REPUBLICA ARGENTINA,M.O.A. Y D.A.O.M.,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1489,PLACA,1,BRONCE,ESCUDO DE BERLIN,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1490,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 1330,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1491,PLACA,1,BRONCE,ESCUDO DE BADEN WURTEMBERG,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1492,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 1375,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1495,PLACA,1,MARMOL,HJE. VICTIMAS DE LA REPRESION,,PARQUE LAS HERAS,PARQUE LAS HERAS,LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.,LAS HERAS GENERAL AV.,,PALERMO,COMUNA 14,,,-34.58345609,-58.40617763,,,,,,
1497,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 1425,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1498,PLACA,1,BRONCE,ESCUDO ESTADO DE BREMEN,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1499,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 1476,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1500,PLACA,1,BRONCE,ESCUDO CIUDAD DE HAMBURGO,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1501,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 1514,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1502,PLACA,1,BRONCE,ESCUDO CIUDAD DE LANDHESSEN,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1503,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 1567,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1504,PLACA,1,BRONCE,ESCUDO CIUDAD DE NIEDERSACHEN,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1505,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 1677,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1506,PLACA,1,BRONCE,ESCUDO CIUDAD DE NORDRHEIN,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1507,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 1796,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1508,PLACA,1,BRONCE,ESCUDO CIUDAD DE RHEINLAND PFALZ,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1509,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 1840,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1510,PLACA,1,BRONCE,ESCUDO CIUDAD DE SAARLAND,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1511,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 1842,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1512,PLACA,1,BRONCE,ESCUDO CIUDAD DE SCHLESWIG-HOLSTEIN,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1513,PLACA,1,BRONCE,ESCUDO ESTADO FEDERADO SACHSEN-ANHALT,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1514,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 2653,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1515,PLACA,1,BRONCE,ESCUDO ESTADO DE THURINGEN,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1516,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 2670,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1517,PLACA,1,BRONCE,ESCUDO EST. MECKLENBURG VORPOMMER,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
